Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,EmployeeNumber,EmployeeCount,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,4,227,1,Y,No,14,80,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,9,228,1,Y,No,23,80,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,65,,1,Research Scientist,1,Married,1,230,1,Y,Yes,12,80,8,3,2,8,7,1,7
42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,2,231,1,Y,No,16,80,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,9,233,1,Y,No,14,80,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,,3,2,Manufacturing Director,4,Married,3,235,1,Y,No,18,80,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,5,238,1,Y,No,19,80,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,1,239,1,Y,Yes,15,80,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,1,240,1,Y,Yes,17,80,5,4,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,8,241,1,Y,Yes,15,80,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,7,242,1,Y,Yes,19,80,17,2,3,1,0,0,0
36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,1,243,1,Y,No,13,80,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,9,244,1,Y,No,14,80,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,7,245,1,Y,No,16,80,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,1,246,1,Y,No,11,80,,2,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,1,247,1,Y,No,,80,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,1,248,1,Y,No,14,80,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,5,249,1,Y,No,16,80,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,5,250,1,Y,Yes,11,80,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,3,252,1,Y,Yes,18,80,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,5,253,1,Y,No,15,80,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,0,254,1,Y,No,14,80,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,6,256,1,Y,No,12,80,23,2,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,2,258,1,Y,No,14,80,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,8,259,1,Y,No,16,80,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,6,260,1,Y,No,21,80,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,1,261,1,Y,Yes,14,80,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,0,262,1,Y,No,12,80,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,0,264,1,Y,No,12,80,6,2,3,5,4,1,4
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,4,267,1,Y,No,17,80,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,1,269,1,Y,No,14,80,11,5,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,1,270,1,Y,No,14,80,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,1,271,1,Y,Yes,13,80,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,7,273,1,Y,No,15,80,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,1,274,1,Y,No,11,80,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,8,275,1,Y,No,17,80,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,3,277,1,Y,No,11,80,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,5,281,1,Y,Yes,13,80,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,5,282,1,Y,Yes,22,80,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,7,283,1,Y,No,20,80,13,3,4,9,7,1,7
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,2,284,1,Y,No,11,80,6,5,3,4,3,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,7,286,1,Y,No,14,80,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,0,287,1,Y,No,18,80,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,2,288,1,Y,No,16,80,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,1,291,1,Y,No,17,80,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,0,292,1,Y,No,11,80,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,9,293,1,Y,No,12,80,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,1,296,1,Y,No,13,80,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6,297,1,Y,No,13,80,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,2,298,1,Y,No,14,80,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,4,299,1,Y,No,17,80,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,,3,Medical,,Male,61,3,3,Manufacturing Director,3,Divorced,6,300,1,Y,No,11,80,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,0,302,1,Y,No,25,80,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,,3,1,Research Scientist,4,Single,1,303,1,Y,No,19,80,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,3,304,1,Y,Yes,13,80,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,2,305,1,Y,No,14,80,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,0,306,1,Y,No,12,80,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,0,307,1,Y,Yes,11,80,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,0,308,1,Y,No,19,80,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,1,309,1,Y,No,11,80,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,0,311,1,Y,No,11,80,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,1,312,1,Y,No,20,80,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,3,314,1,Y,No,18,80,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,4,315,1,Y,No,13,80,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,75,1,,Manager,2,Married,3,316,1,Y,Yes,12,80,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,2,319,1,Y,No,11,80,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,2,321,1,Y,No,19,80,10,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,0,323,1,Y,No,21,80,10,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,1,325,1,Y,No,12,80,6,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,0,327,1,Y,Yes,14,80,21,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,0,328,1,Y,No,11,80,16,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,0,329,1,Y,Yes,14,80,37,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,,Male,88,3,3,Manager,2,Married,1,330,1,Y,Yes,12,80,10,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,1,331,1,Y,No,23,80,5,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,4,332,1,Y,No,14,80,7,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,1,333,1,Y,No,17,80,3,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,,3,3,Research Director,4,Divorced,2,334,1,Y,Yes,18,80,15,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,71,,3,Manager,2,Divorced,7,335,1,Y,No,18,80,10,6,2,7,7,6,2
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,1,336,1,Y,No,20,80,6,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,3,337,1,Y,No,14,80,28,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,3,338,1,Y,Yes,16,80,21,5,2,5,3,1,3
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,37,3,,Laboratory Technician,4,Married,3,339,1,Y,Yes,19,80,12,4,3,10,7,0,8
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,82,3,,Healthcare Representative,4,Divorced,9,340,1,Y,No,14,80,10,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2,341,1,Y,Yes,13,80,5,2,3,3,2,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,9,342,1,Y,Yes,11,80,22,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4,343,1,Y,No,12,80,10,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,1,346,1,Y,No,11,80,2,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,1,347,1,Y,Yes,12,80,8,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,1,349,1,Y,Yes,12,80,4,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,3,Female,77,,4,Sales Executive,2,Married,5,350,1,Y,No,14,80,23,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1,351,1,Y,No,13,80,0,2,3,0,0,0,0
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,4,352,1,Y,No,18,80,4,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5,353,1,Y,No,18,80,13,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,1,355,1,Y,No,19,80,22,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1,359,1,Y,No,12,80,0,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,0,361,1,Y,No,19,80,9,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,4,362,1,Y,No,11,80,10,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,0,363,1,Y,No,17,80,19,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,7,364,1,Y,No,15,80,11,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,1,366,1,Y,No,14,80,13,3,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,81,2,,Research Director,2,Married,3,367,1,Y,No,17,80,19,2,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,2,369,1,Y,Yes,13,80,12,2,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,0,372,1,Y,Yes,12,80,6,4,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,3,373,1,Y,No,12,80,9,1,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,1,374,1,Y,No,18,80,24,2,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,32,,1,Research Scientist,4,Divorced,0,376,1,Y,Yes,18,80,3,2,1,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,74,,3,Manager,2,Married,6,377,1,Y,No,11,80,12,2,3,10,6,8,8
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,1,378,1,Y,Yes,14,80,21,3,3,21,9,11,10
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,7,379,1,Y,Yes,12,80,25,2,3,7,1,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,2,380,1,Y,No,15,80,11,3,2,8,2,7,7
32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,1,381,1,Y,Yes,11,80,13,2,3,13,12,11,9
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,1,382,1,Y,Yes,11,80,5,3,3,5,4,0,4
39,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,1,384,1,Y,No,15,80,21,2,3,21,9,13,3
33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,3,385,1,Y,No,14,80,9,6,2,7,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,4,386,1,Y,No,11,80,21,2,3,3,2,1,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,1,387,1,Y,No,11,80,9,3,4,9,7,0,0
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,3,388,1,Y,No,12,80,20,4,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,8,389,1,Y,No,16,80,10,1,2,1,0,0,0
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,2,390,1,Y,Yes,22,80,6,2,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,1,391,1,Y,Yes,11,80,7,4,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,0,392,1,Y,No,17,80,4,2,3,3,2,2,2
37,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,61,,2,Manufacturing Director,4,Divorced,7,393,1,Y,No,16,80,8,2,2,6,2,0,4
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,0,394,1,Y,Yes,14,80,12,3,3,11,10,2,9
31,No,Travel_Rarely,Research & Development,,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,1,395,1,Y,Yes,14,80,11,2,2,11,9,4,10
29,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,1,396,1,Y,Yes,14,80,7,2,3,7,7,1,7
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6,397,1,Y,Yes,15,80,8,3,3,5,4,1,2
47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,99,3,,Sales Representative,3,Single,3,399,1,Y,No,19,80,5,3,3,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,2,401,1,Y,No,14,80,16,2,3,1,0,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,1,403,1,Y,No,14,80,4,3,2,4,3,0,2
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,0,404,1,Y,Yes,11,80,4,5,3,3,2,1,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,,Female,75,3,1,Laboratory Technician,2,Married,1,405,1,Y,No,13,80,8,4,3,8,0,0,7
48,No,Travel_Rarely,Sales,29,1,Medical,1,Female,91,,3,Manager,3,Married,3,406,1,Y,No,21,80,15,3,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,51,,2,Research Scientist,1,Divorced,4,407,1,Y,Yes,13,80,13,2,3,7,7,6,7
30,No,Non-Travel,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,7,408,1,Y,Yes,12,80,4,2,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,1,410,1,Y,No,17,80,8,3,3,8,7,7,7
42,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,3,411,1,Y,No,23,80,14,6,3,1,0,0,0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,1,412,1,Y,Yes,11,80,3,3,3,3,2,1,2
36,No,Non-Travel,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,4,416,1,Y,No,15,80,7,6,3,1,0,0,0
36,No,Travel_Frequently,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,4,417,1,Y,No,11,80,16,2,3,13,9,1,12
57,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,2,419,1,Y,No,11,80,15,2,3,3,2,1,2
33,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,1,420,1,Y,Yes,13,80,1,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,6,421,1,Y,No,20,80,17,3,3,5,4,0,3
41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,1,422,1,Y,No,18,80,8,5,3,8,7,7,7
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,6,423,1,Y,No,15,80,20,2,3,4,3,1,3
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,1,424,1,Y,No,15,80,1,0,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,9,425,1,Y,No,16,80,6,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,9,426,1,Y,No,19,80,10,5,3,1,1,0,0
27,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,1,428,1,Y,No,11,80,5,2,3,5,2,0,4
28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,1,429,1,Y,No,16,80,7,1,3,7,5,0,7
49,No,Travel_Rarely,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,8,430,1,Y,No,24,80,26,2,3,5,2,0,0
51,No,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4,431,1,Y,No,11,80,18,2,2,7,7,0,7
34,Yes,Non-Travel,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,8,433,1,Y,Yes,13,80,9,3,2,5,2,0,4
22,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,1,434,1,Y,No,13,80,2,1,3,2,1,1,2
36,No,Travel_Rarely,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,1,436,1,Y,No,13,80,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,9,437,1,Y,Yes,23,80,3,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,1,438,1,Y,No,12,80,18,2,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,7,439,1,Y,No,12,80,8,5,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,3,440,1,Y,No,16,80,8,5,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,2,441,1,Y,Yes,12,80,18,2,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,1,442,1,Y,No,11,80,25,3,3,25,10,3,9
40,No,Travel_Rarely,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,6,444,1,Y,No,22,80,20,3,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,4,445,1,Y,No,11,80,24,4,2,4,2,1,2
34,No,Non-Travel,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,9,446,1,Y,No,15,80,6,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,1,447,1,Y,No,12,80,13,5,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,7,448,1,Y,No,20,80,8,1,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4,449,1,Y,Yes,14,80,8,3,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,1,450,1,Y,Yes,11,80,5,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,3,451,1,Y,Yes,15,80,15,2,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,1,452,1,Y,No,12,80,4,3,3,4,2,3,2
